,name,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,category,projectrank_placing,trending,updated_github_id,dependent_project_count,github_dependent_project_count
65,cambrian,cambrian-mllm/cambrian,https://github.com/cambrian-mllm/cambrian,https://github.com/cambrian-mllm/cambrian,Apache-2.0,2024-06-17 07:00:41,2025-11-07 03:26:25,2024-10-30 18:59:53,59.0,,136.0,19.0,14.0,48.0,36.0,1994.0,,,,,,Cambrian-1 is a family of multimodal LLMs with a vision-centric design.,4.0,13,False,others,2.0,,,3.0,3.0
66,multi-agent-emergence-environments,openai/multi-agent-emergence-environments,https://github.com/openai/multi-agent-emergence-environments,https://github.com/openai/multi-agent-emergence-environments,MIT,2019-08-12 22:59:09,2024-07-30 20:54:31,2020-11-11 03:42:31,7.0,,320.0,178.0,21.0,23.0,8.0,1785.0,,,,,,Environment generation code for the paper Emergent Tool Use From Multi-Agent Autocurricula.,3.0,13,False,others,2.0,,,,
67,brain-tokyo-workshop,google/brain-tokyo-workshop,https://github.com/google/brain-tokyo-workshop,https://github.com/google/brain-tokyo-workshop,Apache-2.0,2019-07-10 06:47:40,2024-07-09 17:49:39,2022-06-22 21:53:53,101.0,,332.0,34.0,94.0,14.0,13.0,1281.0,,,,,,,12.0,13,False,others,2.0,,,,
68,optim,kthohr/optim,https://github.com/kthohr/optim,https://github.com/kthohr/optim,Apache-2.0,2017-06-14 01:31:47,2024-04-28 14:30:24,2024-04-28 14:30:23,307.0,,139.0,36.0,11.0,8.0,53.0,888.0,,,,,,OptimLib: a lightweight C++ library of numerical optimization methods for nonlinear functions.,3.0,13,False,others,2.0,,,,
69,EC-Bestiary,fcampelo/EC-Bestiary,https://github.com/fcampelo/EC-Bestiary,https://github.com/fcampelo/EC-Bestiary,,2016-03-26 02:55:34,2025-07-06 21:46:48,2025-07-06 21:46:47,238.0,,72.0,37.0,12.0,77.0,103.0,666.0,2018-06-20 07:55:06,2.0.1,,,2.0,"A bestiary of evolutionary, swarm and other metaphor-based algorithms.",6.0,13,False,others,2.0,,,,
70,topy,williamhunter/topy,https://github.com/williamhunter/topy,https://github.com/williamhunter/topy,,2015-09-11 09:55:30,2022-08-31 11:37:33,2022-08-31 11:37:33,183.0,,136.0,34.0,22.0,11.0,26.0,556.0,2020-05-01 12:04:08,0.4.1,659.0,5.0,7.0,Topology Optimization using Python.,11.0,13,False,others,2.0,,,,
71,DeepSwarm,Pattio/DeepSwarm,https://github.com/Pattio/DeepSwarm,https://github.com/Pattio/DeepSwarm,MIT,2018-12-31 14:06:41,2021-03-25 22:37:52,2019-07-15 18:47:10,133.0,,38.0,13.0,1.0,4.0,7.0,329.0,2019-05-24 10:34:32,0.0.9,,,3.0,Neural Architecture Search Powered by Swarm Intelligence.,,13,False,others,2.0,,,6.0,6.0
72,timeflux,timeflux/timeflux,https://github.com/timeflux/timeflux,https://github.com/timeflux/timeflux,MIT,2019-01-04 15:09:03,2024-12-04 13:21:14,2024-09-23 12:43:00,533.0,,31.0,11.0,50.0,17.0,18.0,186.0,2024-12-04 13:21:14,0.17.2,,,40.0,The programming interface for your body and mind.,7.0,13,False,others,2.0,,,,
73,design-bench,brandontrabucco/design-bench,https://github.com/brandontrabucco/design-bench,https://github.com/brandontrabucco/design-bench,MIT,2020-06-25 16:15:28,2024-04-21 15:51:41,2024-01-29 19:05:57,267.0,,21.0,4.0,7.0,14.0,6.0,97.0,2021-10-22 19:07:35,2_0_20,,,18.0,Benchmarks for Model-Based Optimization.,5.0,13,False,others,2.0,,,25.0,25.0
74,LLaMEA,nikivanstein/LLaMEA,https://github.com/XAI-liacs/LLaMEA,https://github.com/XAI-liacs/LLaMEA,MIT,2024-06-03 13:04:53,2026-03-03 21:44:02,2026-02-25 19:53:21,405.0,8.0,17.0,2.0,101.0,8.0,17.0,91.0,2026-02-03 13:59:15,1.2.0,,,23.0,Large Language Model Evolutionary Algorithm.,7.0,13,False,others,2.0,,XAI-liacs/LLaMEA,4.0,4.0
75,FireflyAlgorithm,firefly-cpp/FireflyAlgorithm,https://github.com/firefly-cpp/FireflyAlgorithm,https://github.com/firefly-cpp/FireflyAlgorithm,MIT,2017-01-02 10:43:04,2026-03-06 13:38:18,2026-03-06 13:10:47,116.0,5.0,28.0,2.0,15.0,,6.0,62.0,2026-03-06 13:38:18,0.4.7,,,19.0,Implementation of Firefly Algorithm in Python.,6.0,13,False,others,2.0,,,4.0,4.0
76,NiaAML,firefly-cpp/NiaAML,https://github.com/firefly-cpp/NiaAML,https://github.com/firefly-cpp/NiaAML,MIT,2020-08-21 17:03:06,2025-12-04 15:49:51,2025-12-04 15:49:48,355.0,,13.0,4.0,66.0,2.0,30.0,34.0,2025-12-04 15:47:47,2.2.0,,,35.0,A Python AutoML framework that automatically composes and optimizes machine-learning pipelines using nature-inspired..,11.0,13,False,others,2.0,,,,
77,biosim4,davidrmiller/biosim4,https://github.com/davidrmiller/biosim4,https://github.com/davidrmiller/biosim4,,2021-09-18 09:20:11,2024-11-12 23:02:24,2024-11-12 23:02:23,60.0,,466.0,93.0,47.0,38.0,27.0,3346.0,,,,,,Biological evolution simulator.,14.0,12,False,others,2.0,,,,
78,evolution-strategies-starter,openai/evolution-strategies-starter,https://github.com/openai/evolution-strategies-starter,https://github.com/openai/evolution-strategies-starter,MIT,2017-03-24 16:14:07,2019-10-31 09:20:13,2018-11-22 00:40:02,4.0,,278.0,229.0,2.0,15.0,7.0,1628.0,,,,,,Code for the paper Evolution Strategies as a Scalable Alternative to Reinforcement Learning.,2.0,12,False,others,2.0,,,,
79,evojax,google/evojax,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07,2024-06-27 07:32:19,2024-06-27 07:26:43,298.0,,111.0,24.0,52.0,15.0,17.0,944.0,,,,,19.0,,14.0,12,False,others,2.0,,,,
80,loss-of-plasticity,shibhansh/loss-of-plasticity,https://github.com/shibhansh/loss-of-plasticity,https://github.com/shibhansh/loss-of-plasticity,MIT,2022-10-13 18:36:40,2025-09-02 19:39:39,2025-09-02 19:39:39,61.0,,82.0,6.0,3.0,1.0,10.0,369.0,2024-05-03 20:39:11,1.1,,,2.0,Demonstrations of Loss of Plasticity and Implementation of Continual Backpropagation.,6.0,12,True,others,2.0,,,5.0,5.0
81,arena,diambra/arena,https://github.com/diambra/arena,https://github.com/diambra/arena,,2021-01-26 12:24:04,2024-06-11 01:49:14,2024-06-11 01:49:14,748.0,,28.0,9.0,70.0,5.0,42.0,363.0,,,,,,DIAMBRA Arena: a New Reinforcement Learning Platform for Research and Experimentation.,5.0,12,False,others,2.0,,,18.0,18.0
82,Gentopia,Gentopia-AI/Gentopia,https://github.com/Gentopia-AI/Gentopia,https://github.com/Gentopia-AI/Gentopia,MIT,2023-05-29 22:35:23,2023-11-27 02:42:21,2023-10-08 01:37:52,151.0,,42.0,3.0,60.0,2.0,3.0,325.0,2023-08-22 04:55:24,beta-release,,,1.0,Build Hierarchical Autonomous Agents through Config. Collaborative Growth of Specialized Agents.,7.0,12,False,others,2.0,,,4.0,4.0
83,humpday,microprediction/humpday,https://github.com/microprediction/humpday,https://github.com/microprediction/humpday,MIT,2020-10-23 18:58:25,2025-02-06 19:14:16,2025-02-06 19:14:16,301.0,,21.0,5.0,4.0,27.0,3.0,143.0,2023-03-05 02:32:22,0.7.1,,,19.0,Elo ratings for global black box derivative-free optimizers.,5.0,12,False,others,2.0,,,,
84,gomea,CWI-EvolutionaryIntelligence/gomea,https://github.com/CWI-EvolutionaryIntelligence/GOMEA,https://github.com/CWI-EvolutionaryIntelligence/GOMEA,MIT,2022-12-23 12:45:47,2025-07-12 13:49:51,2025-07-12 13:39:27,165.0,,6.0,4.0,37.0,1.0,3.0,27.0,2025-07-12 13:49:51,1.1.0,,,9.0,Library for optimization with the model-based evolutionary algorithm GOMEA (Gene-pool Optimal Mixing Evolutionary..,5.0,12,False,others,2.0,,,3.0,3.0
85,morphogenesis-resources,jasonwebb/morphogenesis-resources,https://github.com/jasonwebb/morphogenesis-resources,https://github.com/jasonwebb/morphogenesis-resources,,2019-04-23 00:42:15,2025-02-12 20:57:21,2025-02-12 20:57:21,225.0,,115.0,101.0,9.0,25.0,12.0,2204.0,,,,,,"Resources on the topic of digital morphogenesis (creating form with code). Includes links to major articles, code..",8.0,11,False,others,2.0,,,,
86,deep-neuroevolution,uber-research/deep-neuroevolution,https://github.com/uber-research/deep-neuroevolution,https://github.com/uber-research/deep-neuroevolution,,2018-01-04 01:12:25,2024-01-08 03:03:13,2019-10-24 16:07:15,38.0,,297.0,73.0,24.0,16.0,17.0,1662.0,,,,,,Deep Neuroevolution.,15.0,11,False,others,2.0,,,,
87,estool,hardmaru/estool,https://github.com/hardmaru/estool,https://github.com/hardmaru/estool,,2017-10-29 07:20:10,2022-12-08 10:43:25,2022-01-20 15:40:02,76.0,,160.0,31.0,13.0,6.0,21.0,958.0,,,,,,Evolution Strategies Tool.,9.0,11,False,others,2.0,,,,
88,SPPO,uclaml/SPPO,https://github.com/uclaml/SPPO,https://github.com/uclaml/SPPO,Apache-2.0,2024-06-13 06:13:29,2025-01-23 01:25:48,2025-01-23 01:25:47,28.0,,46.0,28.0,4.0,14.0,6.0,584.0,,,,,,The official implementation of Self-Play Preference Optimization (SPPO).,4.0,11,False,others,2.0,,,,
89,awesome-open-ended,jennyzzt/awesome-open-ended,https://github.com/jennyzzt/awesome-open-ended,https://github.com/jennyzzt/awesome-open-ended,,2023-06-09 20:08:34,2026-02-26 04:54:32,2026-02-26 04:54:31,77.0,7.0,43.0,22.0,29.0,,,410.0,,,,,,Awesome Open-ended AI.,21.0,11,False,others,2.0,,,,
90,symbiants,MeoMix/symbiants,https://github.com/MeoMix/symbiants,https://github.com/MeoMix/symbiants,Apache-2.0,2023-02-25 01:48:23,2024-08-13 01:44:10,2024-08-13 01:39:25,690.0,,5.0,3.0,8.0,21.0,28.0,236.0,,,,,,Ant Colony Sim + Daily Mental Health Exercises.,3.0,11,False,others,2.0,,,,
91,sferes2,sferes2/sferes2,https://github.com/sferes2/sferes2,https://github.com/sferes2/sferes2,,2014-04-14 16:13:17,2022-07-11 19:57:13,2021-03-26 16:14:39,265.0,,36.0,21.0,46.0,15.0,49.0,170.0,,,,,,"A lightweight, generic C++11 framework for evolutionary computation.",9.0,11,False,others,2.0,,,,
92,karoo_gp,kstaats/karoo_gp,https://github.com/kstaats/karoo_gp,https://github.com/kstaats/karoo_gp,,2015-10-22 10:29:52,2022-10-31 06:43:54,2022-10-31 06:43:43,286.0,,62.0,25.0,54.0,20.0,27.0,164.0,,,,,,A Genetic Programming platform for Python with TensorFlow for wicked-fast CPU and GPU support.,5.0,11,False,others,2.0,,,,
93,DistributedEvolutionaryComputation,Evolutionary-Intelligence/DistributedEvolutionaryComputation,https://github.com/Evolutionary-Intelligence/SAEI-Swarm-and-Evolutionary-Intelligence,https://github.com/Evolutionary-Intelligence/SAEI-Swarm-and-Evolutionary-Intelligence,CC0-1.0,2021-01-26 09:27:49,2026-03-04 11:50:35,2026-03-04 11:50:34,3407.0,21.0,35.0,2.0,65.0,,,150.0,,,,,,,16.0,11,False,others,2.0,,Evolutionary-Intelligence/SAEI-Swarm-and-Evolutionary-Intelligence,,
94,evoplex,evoplex/evoplex,https://github.com/evoplex/evoplex,https://github.com/evoplex/evoplex,,2017-08-03 15:10:34,2019-09-17 05:57:29,2019-07-29 20:32:11,1003.0,,22.0,10.0,29.0,7.0,12.0,146.0,2018-10-23 00:57:18,0.2.1,6965.0,77.0,4.0,"Evoplex is a fast, robust and extensible platform for developing agent-based models and multi-agent systems on..",7.0,11,False,others,2.0,,,,
95,DEHB,automl/DEHB,https://github.com/automl/DEHB,https://github.com/automl/DEHB,Apache-2.0,2020-07-28 21:13:24,2026-01-27 15:24:37,2025-04-25 18:54:35,421.0,,18.0,8.0,62.0,12.0,26.0,91.0,2024-07-11 13:01:56,0.1.2,68.0,2.0,5.0,,10.0,11,False,others,2.0,,,,
96,swarmopt,SioKCronin/swarmopt,https://github.com/SioKCronin/swarmopt,https://github.com/SioKCronin/swarmopt,MIT,2018-03-09 00:52:47,2026-02-27 01:20:29,2026-02-27 01:20:23,474.0,19.0,13.0,5.0,39.0,3.0,9.0,37.0,,,,,,Swarm intelligence optimizer.,6.0,11,False,others,2.0,,,2.0,2.0
97,self-parking-car-evolution,trekhleb/self-parking-car-evolution,https://github.com/trekhleb/self-parking-car-evolution,https://github.com/trekhleb/self-parking-car-evolution,MIT,2021-05-13 12:43:53,2025-11-23 04:27:26,2025-11-23 04:27:26,494.0,,86.0,14.0,2.0,10.0,4.0,761.0,,,,,,Training the car to do self-parking using a genetic algorithm.,2.0,10,True,others,3.0,,,,
98,AgentGym,WooooDyy/AgentGym,https://github.com/WooooDyy/AgentGym,https://github.com/WooooDyy/AgentGym,MIT,2024-05-27 08:00:04,2025-09-11 12:55:47,2025-09-11 12:55:46,47.0,,106.0,3.0,30.0,26.0,16.0,748.0,,,,,,Code and implementations for the ACL 2025 paper AgentGym: Evolving Large Language Model-based Agents across Diverse..,12.0,10,True,others,3.0,,,,
99,Solid,100/Solid,https://github.com/100/Solid,https://github.com/100/Solid,MIT,2017-06-12 05:02:08,2019-07-19 15:31:43,2017-09-01 00:37:38,50.0,,54.0,10.0,5.0,6.0,1.0,584.0,2017-06-19 07:34:34,0.11,,,2.0,A comprehensive gradient-free optimization framework written in Python.,4.0,10,False,others,3.0,,,,
