,name,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,category,projectrank_placing,trending,updated_github_id
0,camel,camel-ai/camel,https://github.com/camel-ai/camel,https://github.com/camel-ai/camel,Apache-2.0,2023-03-17 21:41:54,2026-07-09 06:51:00,2026-07-09 06:50:59,2254,92.0,1979.0,121.0,2582.0,213.0,1294.0,17352,2026-03-22 08:37:36,0.2.90,779.0,59.0,100.0,CAMEL: The first and the best multi-agent framework. Finding the Scaling Law of Agents. https://www.camel-ai.org.,483.0,483.0,226.0,33,True,others,1.0,,
1,pymoo,anyoptimization/pymoo,https://github.com/anyoptimization/pymoo,https://github.com/anyoptimization/pymoo,Apache-2.0,2017-09-19 21:52:39,2026-07-07 01:34:50,2026-07-07 01:34:48,1145,71.0,473.0,29.0,146.0,1.0,495.0,2910,2026-06-28 04:15:23,0.6.2,,,16.0,"NSGA2, NSGA3, R-NSGA3, MOEAD, Genetic Algorithms (GA), Differential Evolution (DE), CMAES, PSO.",2117.0,2117.0,78.0,29,True,others,1.0,3.0,
2,agentscope,modelscope/agentscope,https://github.com/agentscope-ai/agentscope,https://github.com/agentscope-ai/agentscope,Apache-2.0,2024-01-12 03:41:59,2026-07-09 05:56:43,2026-07-09 05:56:42,391,141.0,3146.0,156.0,1121.0,197.0,651.0,27681,2026-07-07 10:51:49,2.0.4,54.0,1.0,42.0,"Build and run agents you can see, understand and trust.",134.0,134.0,76.0,28,True,others,1.0,,agentscope-ai/agentscope
3,brainflow,brainflow-dev/brainflow,https://github.com/brainflow-dev/brainflow,https://github.com/brainflow-dev/brainflow,,2018-07-15 12:42:26,2026-05-31 18:16:58,2026-05-31 18:16:58,1454,44.0,385.0,29.0,500.0,19.0,255.0,1722,2026-05-22 22:24:01,5.22.2,268258.0,3439.0,100.0,"BrainFlow is a library intended to obtain, parse and analyze EEG, EMG, ECG and other kinds of data from biosensors.",24.0,24.0,64.0,27,False,others,1.0,,
4,mealpy,thieu1995/mealpy,https://github.com/thieu1995/mealpy,https://github.com/thieu1995/mealpy,MIT,2020-03-16 10:16:54,2026-07-09 18:37:02,2026-07-09 18:37:02,2004,44.0,268.0,16.0,67.0,40.0,170.0,1251,2025-08-16 23:49:54,3.0.3,,,58.0,A Collection Of The State-of-the-art Metaheuristic Algorithms In Python (Metaheuristic/Optimizer/Nature-..,202.0,202.0,36.0,26,True,others,1.0,,
5,tpot,EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40,2025-09-11 21:32:19,2025-09-11 21:30:34,551,,1537.0,272.0,450.0,298.0,647.0,10044,2025-07-03 21:13:56,1.1.0,,,32.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,3608.0,3608.0,10.0,25,True,others,1.0,,
6,deap,DEAP/deap,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39,2026-04-17 20:59:38,2026-04-17 20:59:38,2366,6.0,1141.0,187.0,246.0,236.0,294.0,6417,,,,,,Distributed Evolutionary Algorithms in Python.,7052.0,7052.0,93.0,25,True,others,1.0,,
7,malmo,microsoft/malmo,https://github.com/microsoft/malmo,https://github.com/microsoft/malmo,MIT,2016-05-17 14:58:40,2025-09-03 13:10:21,2025-09-03 13:10:00,1772,,587.0,253.0,234.0,166.0,546.0,4267,2018-11-06 09:13:55,0.36.0,46259.0,379.0,21.0,Project Malmo is a platform for Artificial Intelligence experimentation and research built on top of Minecraft. We aim..,35.0,35.0,36.0,25,True,others,1.0,,
8,concordia,google-deepmind/concordia,https://github.com/google-deepmind/concordia,https://github.com/google-deepmind/concordia,Apache-2.0,2023-11-21 13:34:11,2026-07-07 12:22:07,2026-07-07 12:21:30,1307,49.0,319.0,26.0,181.0,11.0,84.0,1549,2026-03-06 19:05:19,2.4.0,,,28.0,A library for generative social simulation.,21.0,21.0,45.0,25,True,others,1.0,,
9,ChatDev,OpenBMB/ChatDev,https://github.com/OpenBMB/ChatDev,https://github.com/OpenBMB/ChatDev,Apache-2.0,2023-08-28 02:18:13,2026-06-29 08:25:10,2026-06-29 08:25:10,201,17.0,4155.0,359.0,302.0,44.0,286.0,33691,2026-03-23 02:10:51,2.2.0,248.0,7.0,12.0,ChatDev 2.0: Dev All through LLM-powered Multi-Agent Collaboration.,,,19.0,24,True,others,1.0,,
10,evox,EMI-Group/evox,https://github.com/EMI-Group/evox,https://github.com/EMI-Group/evox,GPL-3.0,2022-07-27 03:11:41,2026-07-09 03:25:00,2026-07-07 11:42:51,2342,101.0,345.0,149.0,210.0,2.0,31.0,2506,2025-11-06 13:16:41,1.3.0,,,27.0,Distributed GPU-Accelerated Framework for Evolutionary Computation. Comprehensive Library of Evolutionary Algorithms &..,14.0,14.0,28.0,24,True,others,1.0,,
11,mindcraft,kolbytn/mindcraft,https://github.com/mindcraft-bots/mindcraft,https://github.com/mindcraft-bots/mindcraft,MIT,2023-08-16 06:39:59,2026-06-10 14:58:17,2026-06-09 05:21:33,1667,17.0,822.0,69.0,397.0,34.0,353.0,5474,2026-03-20 16:23:35,0.1.4,,,5.0,Minecraft AI with LLMs+Mineflayer.,,,71.0,23,True,others,1.0,,mindcraft-bots/mindcraft
12,Sklearn-genetic-opt,rodrigo-arenas/Sklearn-genetic-opt,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,MIT,2020-01-18 19:16:48,2026-07-09 03:02:49,2026-07-09 03:02:49,756,208.0,121.0,7.0,220.0,6.0,104.0,378,2026-07-07 13:52:52,0.13.3,,,23.0,Hyperparameter optimization and feature selection for scikit-learn using evolutionary algorithms. A modern alternative..,74.0,74.0,43.0,23,True,others,1.0,5.0,
13,scikit-opt,guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41,2026-03-25 09:12:13,2026-03-25 09:12:06,345,,1095.0,53.0,36.0,69.0,113.0,6598,2021-06-28 12:45:52,0.6.5,,,20.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",286.0,286.0,24.0,22,True,others,1.0,,
14,GeneticAlgorithmPython,ahmedfgad/GeneticAlgorithmPython,https://github.com/ahmedfgad/GeneticAlgorithmPython,https://github.com/ahmedfgad/GeneticAlgorithmPython,BSD-3-Clause,2018-12-11 11:19:33,2026-07-09 04:06:44,2026-07-09 04:01:02,699,96.0,492.0,26.0,133.0,101.0,77.0,2211,2026-06-05 22:38:41,3.7.0,1517.0,20.0,41.0,"Source code of PyGAD, a Python 3 library for building the genetic algorithm and training machine learning algorithms..",,,27.0,22,True,others,1.0,3.0,
15,gplearn,trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14,2026-01-10 21:16:42,2026-01-10 21:16:42,170,,313.0,53.0,95.0,16.0,202.0,1868,2026-01-07 06:59:11,0.4.3,,,2.0,"Genetic Programming in Python, with a scikit-learn inspired API.",742.0,742.0,13.0,22,True,others,1.0,,
16,pyswarms,ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45,2024-08-06 17:18:34,2023-06-06 09:46:40,415,,335.0,39.0,304.0,33.0,200.0,1391,2020-11-14 05:18:38,.1.2.0,,,15.0,A research toolkit for particle swarm optimization in Python.,612.0,612.0,45.0,22,False,others,1.0,,
17,Gradient-Free-Optimizers,SimonBlanke/Gradient-Free-Optimizers,https://github.com/SimonBlanke/Gradient-Free-Optimizers,https://github.com/SimonBlanke/Gradient-Free-Optimizers,MIT,2020-04-04 06:35:55,2026-06-22 19:23:38,2026-05-16 10:14:15,1408,98.0,93.0,19.0,32.0,17.0,44.0,1275,2026-05-15 19:01:31,1.13.0,135.0,2.0,17.0,"Lightweight optimization with local, global, population-based and sequential techniques across mixed search spaces.",47.0,47.0,10.0,22,True,others,1.0,4.0,
18,nengo,nengo/nengo,https://github.com/nengo/nengo,https://github.com/nengo/nengo,,2013-04-20 18:46:06,2026-05-23 22:09:18,2026-05-23 22:09:16,1779,3.0,191.0,75.0,933.0,122.0,651.0,934,2023-11-17 15:28:21,4.0.0,,,21.0,A Python library for creating and simulating large-scale brain models.,272.0,272.0,44.0,22,False,others,1.0,,
19,ck,mlcommons/ck,https://github.com/mlcommons/ck,https://github.com/mlcommons/ck,Apache-2.0,2014-11-05 17:14:43,2026-06-24 13:11:08,2026-05-07 14:46:27,8688,3.0,119.0,44.0,913.0,11.0,496.0,648,2025-03-13 15:31:04,cmx-v4.1.4,,,100.0,"Collective Knowledge (CK), Collective Mind (CM/CMX) and MLPerf automations: community-driven projects to facilitate..",121.0,121.0,35.0,22,True,others,1.0,,
20,NiaPy,NiaOrg/NiaPy,https://github.com/NiaOrg/NiaPy,https://github.com/NiaOrg/NiaPy,MIT,2018-02-06 11:25:36,2026-07-03 06:44:42,2026-07-03 06:44:42,1576,11.0,85.0,9.0,653.0,2.0,102.0,279,2026-02-06 12:47:26,2.7.0,,,37.0,Python microframework for building nature-inspired algorithms. Official docs: https://niapy.org.,113.0,113.0,39.0,22,True,others,1.0,,
21,mindspore,mindspore-ai/mindspore,https://github.com/mindspore-ai/mindspore,https://github.com/mindspore-ai/mindspore,Apache-2.0,2020-02-11 08:43:48,2024-07-29 01:48:05,2024-07-28 23:35:15,83896,,725.0,148.0,46.0,206.0,115.0,4693,,,,,,"MindSpore is a new open source deep learning training/inference framework that could be used for mobile, edge and..",,,1629.0,21,False,others,1.0,,
22,hivemind,learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19,2026-01-11 21:13:45,2026-01-04 23:36:23,599,,219.0,58.0,498.0,70.0,106.0,2489,2026-01-03 07:41:24,1.1.12,,,27.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,135.0,135.0,34.0,21,True,others,1.0,,
23,pycma,CMA-ES/pycma,https://github.com/CMA-ES/pycma,https://github.com/CMA-ES/pycma,,2016-09-22 13:55:01,2026-06-11 19:44:49,2026-03-14 12:46:23,1067,,198.0,16.0,33.0,92.0,228.0,1334,2026-02-25 22:18:16,r4.4.4,,,20.0,Python implementation of CMA-ES.,3140.0,3140.0,17.0,21,False,others,1.0,,
24,jMetalPy,jMetal/jMetalPy,https://github.com/jMetal/jMetalPy,https://github.com/jMetal/jMetalPy,MIT,2017-01-18 10:25:58,2026-07-09 10:45:32,2026-07-09 10:43:09,1397,22.0,150.0,20.0,72.0,11.0,105.0,604,2025-10-29 14:45:53,1.9.0,109.0,1.0,10.0,A framework for single/multi-objective optimization with metaheuristics.,111.0,111.0,36.0,21,True,others,1.0,-2.0,
25,pyribs,icaros-usc/pyribs,https://github.com/icaros-usc/pyribs,https://github.com/icaros-usc/pyribs,MIT,2020-09-10 07:47:17,2026-07-09 08:31:35,2026-07-08 06:30:50,662,22.0,46.0,11.0,583.0,5.0,127.0,264,2026-05-17 20:34:38,0.11.0,,,21.0,A bare-bones Python library for quality diversity optimization.,78.0,78.0,21.0,21,True,others,1.0,,
26,pagmo2,esa/pagmo2,https://github.com/esa/pagmo2,https://github.com/esa/pagmo2,GPL-3.0,2017-01-08 21:53:43,2026-05-23 12:26:04,2026-05-23 12:26:03,4685,18.0,177.0,33.0,345.0,40.0,211.0,929,2024-08-09 18:47:03,2.19.1,,,26.0,A C++ platform to perform parallel computations of optimisation tasks (global and local) via the asynchronous..,,,63.0,20,True,others,2.0,,
27,FEDOT,aimclub/FEDOT,https://github.com/aimclub/FEDOT,https://github.com/aimclub/FEDOT,BSD-3-Clause,2020-01-13 12:48:37,2026-07-08 16:23:47,2026-02-09 10:39:23,941,,92.0,9.0,830.0,71.0,510.0,709,2025-03-10 12:44:37,0.7.5,,,19.0,Automated modeling and machine learning framework FEDOT.,65.0,65.0,40.0,20,True,others,2.0,,
28,geatpy,geatpy-dev/geatpy,https://github.com/geatpy-dev/geatpy,https://github.com/geatpy-dev/geatpy,LGPL-3.0,2018-08-23 13:26:31,2026-02-05 13:54:05,2026-02-05 13:54:05,418,,726.0,44.0,11.0,164.0,220.0,2121,2022-01-09 08:11:32,2.7.0,9141.0,169.0,2.0,Evolutionary algorithm toolbox and framework with high performance for Python.,,,9.0,19,True,others,2.0,,
29,vizier,google/vizier,https://github.com/google/vizier,https://github.com/google/vizier,Apache-2.0,2022-02-16 20:48:16,2026-07-08 00:43:14,2026-07-08 00:43:07,1236,6.0,110.0,24.0,1258.0,,44.0,1664,2025-02-01 16:38:21,0.1.24,,,42.0,"Python-based research interface for blackbox and hyperparameter optimization, based on the internal Google Vizier..",,,28.0,19,True,others,2.0,,
30,Platypus,Project-Platypus/Platypus,https://github.com/Project-Platypus/Platypus,https://github.com/Project-Platypus/Platypus,GPL-3.0,2015-10-09 19:19:17,2026-06-22 00:42:16,2026-05-18 16:30:41,413,2.0,162.0,19.0,88.0,,177.0,654,2024-10-07 02:27:36,1.4.1,24.0,0.0,10.0,A Free and Open Source Python Library for Multiobjective Optimization.,254.0,254.0,22.0,19,True,others,2.0,,
31,NIR,neuromorphs/NIR,https://github.com/neuromorphs/NIR,https://github.com/neuromorphs/NIR,BSD-3-Clause,2023-07-01 20:27:43,2026-07-06 21:50:27,2026-07-06 21:46:35,294,2.0,38.0,11.0,137.0,15.0,40.0,172,2026-07-06 18:33:55,1.0.8,,,16.0,Neuromorphic Intermediate Representation reference implementation.,117.0,117.0,22.0,19,True,others,2.0,,
32,humpday,microprediction/humpday,https://github.com/microprediction/humpday,https://github.com/microprediction/humpday,MIT,2020-10-23 18:58:25,2026-07-06 20:43:37,2026-07-06 20:43:36,753,452.0,22.0,3.0,233.0,15.0,42.0,152,2026-06-02 12:45:49,0.21.0,,,23.0,SOTA Black-box optimization (Python and JS) without the baggage.,,,5.0,19,True,others,2.0,8.0,
33,ann-benchmarks,erikbern/ann-benchmarks,https://github.com/erikbern/ann-benchmarks,https://github.com/erikbern/ann-benchmarks,MIT,2015-05-28 13:21:43,2025-06-10 02:05:22,2025-06-10 02:05:22,1585,,858.0,116.0,383.0,93.0,156.0,5696,,,,,,Benchmarks of approximate nearest neighbor libraries in Python.,,,112.0,18,False,others,2.0,,
34,HEBO,huawei-noah/HEBO,https://github.com/huawei-noah/HEBO,https://github.com/huawei-noah/HEBO,,2021-09-10 06:02:05,2026-01-31 14:04:23,2025-11-27 10:31:46,297,,469.0,228.0,55.0,20.0,43.0,2785,,,,,1.0,Bayesian optimisation & Reinforcement Learning library developed by Huawei Noahs Ark Lab.,177.0,177.0,28.0,18,False,others,2.0,,
35,lion-pytorch,lucidrains/lion-pytorch,https://github.com/lucidrains/lion-pytorch,https://github.com/lucidrains/lion-pytorch,MIT,2023-02-15 04:24:19,2026-07-09 14:19:32,2026-07-09 14:19:16,51,1.0,52.0,13.0,9.0,9.0,17.0,2190,2024-11-27 15:28:24,0.2.3,,,15.0,"Lion, new optimizer discovered by Google Brain using genetic algorithms that is purportedly better than Adam(w), in..",1207.0,1207.0,6.0,18,True,others,2.0,,
36,theseus,facebookresearch/theseus,https://github.com/facebookresearch/theseus,https://github.com/facebookresearch/theseus,MIT,2021-11-18 20:28:27,2025-01-16 17:47:06,2025-01-16 17:47:03,357,,144.0,35.0,427.0,78.0,121.0,2041,2024-09-11 17:13:49,0.2.2,,,10.0,A library for differentiable nonlinear optimization.,7.0,7.0,27.0,18,False,others,2.0,,
37,evo,evo-design/evo,https://github.com/evo-design/evo,https://github.com/evo-design/evo,Apache-2.0,2024-02-17 19:11:33,2026-03-20 20:58:37,2026-03-20 20:58:37,56,,177.0,27.0,39.0,39.0,40.0,1527,2026-02-16 17:50:14,0.5,,,7.0,Biological foundation modeling from molecular to genome scale.,13.0,13.0,10.0,18,True,others,2.0,,
38,minerl,minerllabs/minerl,https://github.com/minerllabs/minerl,https://github.com/minerllabs/minerl,,2019-04-23 16:55:21,2025-01-22 20:22:41,2025-01-22 20:22:40,797,,165.0,19.0,307.0,229.0,273.0,963,2023-08-23 21:30:19,1.0.2,,,7.0,MineRL Competition for Sample Efficient Reinforcement Learning - Python Package.,166.0,166.0,48.0,18,False,others,2.0,,
39,sklearn-deap,rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34,2024-02-10 07:16:54,2021-07-30 15:06:27,104,,124.0,27.0,29.0,20.0,34.0,774,2021-07-30 15:07:28,0.3.0,,,14.0,Use evolutionary algorithms instead of gridsearch in scikit-learn.,51.0,51.0,23.0,18,False,others,2.0,,
40,Craftax,MichaelTMatthews/Craftax,https://github.com/MichaelTMatthews/Craftax,https://github.com/MichaelTMatthews/Craftax,MIT,2024-02-02 10:56:30,2026-06-20 14:38:40,2026-06-20 14:37:37,106,9.0,48.0,6.0,29.0,,24.0,420,2026-06-20 14:38:40,1.6.1,,,15.0,(Crafter + NetHack) in JAX. ICML 2024 Spotlight.,44.0,44.0,13.0,18,True,others,2.0,,
41,sotopia,sotopia-lab/sotopia,https://github.com/sotopia-lab/sotopia,https://github.com/sotopia-lab/sotopia,MIT,2023-10-23 19:47:26,2026-06-05 17:23:42,2026-01-07 04:30:36,352,,48.0,3.0,261.0,5.0,76.0,316,2025-12-07 20:21:27,0.1.5,,,17.0,Sotopia: an Open-ended Social Learning Environment (ICLR 2024 spotlight).,13.0,13.0,21.0,18,True,others,2.0,-2.0,
42,ngc-learn,NACLab/ngc-learn,https://github.com/NACLab/ngc-learn,https://github.com/NACLab/ngc-learn,BSD-3-Clause,2022-04-19 21:20:05,2026-07-07 02:45:43,2026-07-07 02:45:38,1402,72.0,33.0,5.0,139.0,5.0,13.0,196,2025-12-06 20:27:32,3.0.0,,,9.0,NGC-Learn: Computational Neuroscience and NeuroAI in Python.,8.0,8.0,15.0,18,True,others,2.0,,
43,triangula,rh12503/triangula,https://github.com/rh12503/triangula,https://github.com/rh12503/triangula,MIT,2021-04-02 12:38:24,2026-03-21 00:05:04,2021-09-02 02:11:07,100,,120.0,39.0,3.0,8.0,13.0,3874,2021-05-21 12:57:14,1.2.0,6854.0,108.0,5.0,Generate high-quality triangulated and polygonal art from images.,11.0,11.0,3.0,17,False,others,2.0,,
44,eaopt,MaxHalford/eaopt,https://github.com/MaxHalford/eaopt,https://github.com/MaxHalford/eaopt,MIT,2016-01-31 00:04:52,2025-01-27 08:06:47,2025-01-27 08:06:47,351,,96.0,30.0,36.0,8.0,15.0,906,2017-11-28 19:51:38,0.4.1,,,9.0,"Evolutionary optimization library for Go (genetic algorithm, partical swarm optimization, differential evolution).",59.0,59.0,18.0,17,False,others,2.0,,
45,evosax,RobertTLange/evosax,https://github.com/RobertTLange/evosax,https://github.com/RobertTLange/evosax,Apache-2.0,2020-12-30 14:14:37,2026-04-02 10:22:47,2026-04-02 10:22:42,374,,61.0,8.0,53.0,3.0,49.0,774,2025-03-11 10:33:55,.0.2.0,,,17.0,Evolution Strategies in JAX.,203.0,203.0,13.0,17,True,others,2.0,,
46,Lenia,Chakazul/Lenia,https://github.com/Chakazul/Lenia,https://github.com/Chakazul/Lenia,MIT,2018-02-25 05:51:46,2024-07-19 08:43:34,2022-03-15 17:08:40,174,,243.0,91.0,14.0,5.0,11.0,3799,2020-10-14 17:52:12,3.5,2029.0,29.0,2.0,Lenia - Mathematical Life Forms.,,,9.0,16,False,others,2.0,,
47,dreamerv3,danijar/dreamerv3,https://github.com/danijar/dreamerv3,https://github.com/danijar/dreamerv3,MIT,2023-01-14 12:08:18,2026-05-25 06:40:27,2026-05-25 06:40:27,31,1.0,565.0,36.0,37.0,37.0,139.0,3513,,,,,,Mastering Diverse Domains through World Models.,10.0,10.0,11.0,16,True,others,2.0,,
48,PlatEMO,BIMK/PlatEMO,https://github.com/BIMK/PlatEMO,https://github.com/BIMK/PlatEMO,,2018-10-12 14:25:39,2026-07-01 07:02:39,2026-07-01 07:00:33,383,7.0,523.0,48.0,62.0,90.0,39.0,2143,2026-05-22 08:04:11,4.15,1186.0,12.0,34.0,Evolutionary multi-objective optimization platform.,,,14.0,16,False,others,2.0,,
49,pygmo2,esa/pygmo2,https://github.com/esa/pygmo2,https://github.com/esa/pygmo2,MPL-2.0,2020-01-07 09:22:45,2026-04-17 09:41:08,2026-04-17 09:41:08,639,22.0,70.0,9.0,70.0,37.0,67.0,533,2026-04-11 09:30:24,2.19.8,,,15.0,A Python platform to perform parallel computations of optimisation tasks (global and local) via the asynchronous..,,,10.0,16,True,others,2.0,,
50,QDax,adaptive-intelligent-robotics/QDax,https://github.com/adaptive-intelligent-robotics/QDax,https://github.com/adaptive-intelligent-robotics/QDax,MIT,2022-02-11 15:48:57,2025-10-30 09:19:48,2025-10-30 09:19:48,279,,51.0,6.0,150.0,22.0,71.0,356,2025-05-27 15:18:35,0.5.0,,,9.0,Accelerated Quality-Diversity.,24.0,24.0,18.0,16,True,others,2.0,-2.0,
51,evotorch,nnaisense/evotorch,https://github.com/nnaisense/evotorch,https://github.com/nnaisense/evotorch,Apache-2.0,2022-08-08 18:03:06,2026-06-03 18:36:23,2025-05-14 17:08:51,80,,78.0,13.0,80.0,12.0,35.0,1146,2025-05-14 17:10:24,0.6.1,,,10.0,"Advanced evolutionary computation library built directly on top of PyTorch, created at NNAISENSE.",,,6.0,15,False,others,2.0,,
52,OpenELM,CarperAI/OpenELM,https://github.com/CarperAI/OpenELM,https://github.com/CarperAI/OpenELM,MIT,2022-09-03 12:53:16,2023-11-15 11:36:05,2023-10-21 16:25:10,124,,90.0,22.0,64.0,6.0,5.0,741,2023-03-08 01:35:37,0.2.1,,,6.0,Evolution Through Large Models.,15.0,15.0,9.0,15,False,others,2.0,,
53,swarmlib,HaaLeo/swarmlib,https://github.com/HaaLeo/swarmlib,https://github.com/HaaLeo/swarmlib,BSD-3-Clause,2018-11-04 16:47:18,2020-12-16 20:47:50,2020-12-16 20:46:22,246,,107.0,9.0,20.0,12.0,13.0,579,2020-12-16 20:49:37,0.14.1,326.0,3.0,23.0,This repository implements several swarm optimization algorithms and visualizes them. Implemented algorithms: Particle..,24.0,24.0,7.0,15,False,others,2.0,,
54,crafter,danijar/crafter,https://github.com/danijar/crafter,https://github.com/danijar/crafter,MIT,2021-03-10 00:37:31,2024-01-23 23:33:05,2023-12-13 20:12:42,161,,86.0,8.0,8.0,9.0,17.0,570,,,,,,Benchmarking the Spectrum of Agent Capabilities.,268.0,268.0,4.0,15,False,others,2.0,,
55,cmaes,CyberAgentAILab/cmaes,https://github.com/CyberAgentAILab/cmaes,https://github.com/CyberAgentAILab/cmaes,MIT,2020-01-30 20:13:13,2026-04-08 06:12:36,2026-04-08 06:12:36,572,,74.0,12.0,179.0,10.0,33.0,510,2026-03-28 07:48:38,0.13.0,423.0,5.0,21.0,Python library for CMA Evolution Strategy.,,,10.0,15,True,others,2.0,,
56,evogym,EvolutionGym/evogym,https://github.com/EvolutionGym/evogym,https://github.com/EvolutionGym/evogym,MIT,2022-01-26 17:56:55,2025-06-08 16:55:20,2025-06-05 21:49:50,63,,41.0,8.0,21.0,6.0,29.0,255,2024-08-10 18:55:41,2.0.0,,,2.0,"A large-scale benchmark for co-optimizing the design and control of soft robots, as seen in NeurIPS 2021.",15.0,15.0,3.0,15,False,others,2.0,,
57,craftium,mikelma/craftium,https://github.com/mikelma/craftium,https://github.com/mikelma/craftium,,2024-06-04 14:48:25,2026-02-17 09:25:57,2026-02-17 09:25:19,12986,,18.0,5.0,11.0,10.0,12.0,203,2025-06-04 10:58:19,0.0.1,1772.0,136.0,1.0,"A framework for creating rich, 3D, Minecraft-like single and multi-agent environments for AI research. (Accepted at..",,,1133.0,15,False,others,2.0,,
58,optunahub,optuna/optunahub,https://github.com/optuna/optunahub,https://github.com/optuna/optunahub,MIT,2024-04-18 08:23:00,2026-07-01 05:45:29,2026-07-01 05:45:29,375,13.0,14.0,1.0,126.0,2.0,8.0,57,2025-11-10 05:35:15,0.4.0,,,7.0,Python library to use and implement packages in OptunaHub.,67.0,67.0,14.0,15,False,others,2.0,,
59,propulate,Helmholtz-AI-Energy/propulate,https://github.com/Helmholtz-AI-Energy/propulate,https://github.com/Helmholtz-AI-Energy/propulate,BSD-3-Clause,2022-05-24 08:19:12,2026-06-29 22:11:00,2026-05-20 09:12:47,1087,4.0,8.0,3.0,69.0,65.0,63.0,46,2024-06-08 06:31:25,1.2.2,,,4.0,Propulate is an asynchronous population-based optimization algorithm and software package for global optimization and..,4.0,4.0,26.0,15,False,others,2.0,,
60,opytimizer,gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,Apache-2.0,2017-11-01 16:04:01,2026-05-02 02:53:58,2026-02-16 12:01:46,825,,43.0,11.0,25.0,,,634,2024-08-18 17:09:46,3.1.4,,,28.0,Opytimizer is a Python library consisting of meta-heuristic optimization algorithms.,,,4.0,14,True,others,2.0,-2.0,
61,EvoloPy,7ossam81/EvoloPy,https://github.com/7ossam81/EvoloPy,https://github.com/7ossam81/EvoloPy,Apache-2.0,2016-05-18 11:03:21,2026-04-18 15:33:47,2026-04-18 15:32:55,247,3.0,231.0,23.0,37.0,24.0,22.0,505,,,,,,EvoloPy toolbox provides classical and recent nature-inspired metaheuristic for the global optimization.,,,12.0,14,True,others,2.0,,
62,pypop,Evolutionary-Intelligence/pypop,https://github.com/Evolutionary-Intelligence/pypop,https://github.com/Evolutionary-Intelligence/pypop,GPL-3.0,2021-01-26 14:55:43,2026-07-07 10:26:40,2026-07-07 10:26:40,9346,29.0,41.0,5.0,460.0,4.0,9.0,286,,,,,,"[JMLR (CCF-A)] PyPop7: A Pure-PYthon LibrarY for POPulation-based Black-Box Optimization (BBO), especially *Large-..",,,16.0,14,True,others,2.0,,
63,cellpylib,lantunes/cellpylib,https://github.com/lantunes/cellpylib,https://github.com/lantunes/cellpylib,Apache-2.0,2018-03-24 16:33:15,2023-02-21 12:34:45,2023-02-21 12:34:28,183,,37.0,7.0,10.0,7.0,19.0,246,,,,,,"A library for working with Cellular Automata, for Python.",82.0,82.0,3.0,14,False,others,2.0,,
64,LLaMEA,nikivanstein/LLaMEA,https://github.com/XAI-liacs/LLaMEA,https://github.com/XAI-liacs/LLaMEA,MIT,2024-06-03 13:04:53,2026-07-09 13:38:21,2026-06-25 11:52:02,425,5.0,25.0,2.0,112.0,5.0,20.0,115,2026-02-03 13:59:15,1.2.0,,,23.0,Large Language Model Evolutionary Algorithm.,4.0,4.0,9.0,14,True,others,2.0,,XAI-liacs/LLaMEA
65,CleverAlgorithms,clever-algorithms/CleverAlgorithms,https://github.com/Jason2Brownlee/CleverAlgorithms,https://github.com/Jason2Brownlee/CleverAlgorithms,,2010-01-02 01:57:17,2024-12-20 03:55:29,2024-12-20 03:55:25,1703,,305.0,108.0,14.0,,,2116,,,,,,Clever Algorithms: Nature-Inspired Programming Recipes.,,,9.0,13,False,others,2.0,,Jason2Brownlee/CleverAlgorithms
66,cambrian,cambrian-mllm/cambrian,https://github.com/cambrian-mllm/cambrian,https://github.com/cambrian-mllm/cambrian,Apache-2.0,2024-06-17 07:00:41,2025-11-07 03:26:25,2024-10-30 18:59:53,59,,139.0,19.0,15.0,48.0,36.0,2006,,,,,,Cambrian-1 is a family of multimodal LLMs with a vision-centric design.,3.0,3.0,4.0,13,False,others,2.0,,
